sentence,intents
are there any event on my calendar for january 1st,calendar
what do i have to do on january 1st,calendar
do i have anything scheduled on january 1st,calendar
what item do i have on my calendar for easter,calendar
what do i have on my calendar today the 3rd,calendar
whatve i got set for friday the 13th of next year,calendar
is my daughter birthday on my calendar,calendar
did i had my wife and mine anniversary to my calendar,calendar
did i put an item on the calendar to get the dog neutered,calendar
can you tell me whats on my calendar for march 05 2019,calendar
doe the calendar already have easter noted on it,calendar
do i have a note on the calendar for black friday,calendar
whats on my calendar for march 01,calendar
anything on the schedule for october 14th,calendar
what doe my schedule look like for april 1,calendar
do i have anything to do march 2nd,calendar
what do i have on my calendar for february 8,calendar
how is my calendar looking for may 6th,calendar
what do i have planned on my calendar for next sunday,calendar
do i have anything on my calendar next sunday,calendar
show me my calendar for next sunday,calendar
is my calendar free next sunday,calendar
what is on my calendar next sunday,calendar
what do i have scheduled on march 2nd on my calendar,calendar
are there any event on my calendar for march 2nd,calendar
have i scheduled anything on march 2nd on my calendar,calendar
do i have anything on my calendar for march 2nd,calendar
what do i have going on march 2nd on my calendar,calendar
whats happening on may 3rd,calendar
whats in the book for april 30th,calendar
what do i have going on may 4th,calendar
what is on my calander for valentine day,calendar
on the 26th what is on the table for my calendar,calendar
when am i next having a meeting in december,calendar
what is currently on my calendar for friday the 1st,calendar
tell what is showing on my calendar for the 17th of march,calendar
i wanna know what is currently on my calendar for friday the 1st,calendar
let me know what is showing on my calendar for the 17th of march,calendar
please inform me what is showing on my calendar for the 17th of march,calendar
i must know what is currently on my calendar for friday the 1st,calendar
i need to know what is currently on my calendar for friday the 1st,calendar
what is showing on my calendar for the 17th of march,calendar
i gotta know what is currently on my calendar for friday the 1st,calendar
tell me what is showing on my calendar for the 17th of march,calendar
what do i have scheduled on 315,calendar
what do i have planned on 315,calendar
what do i have to do on march 2 thats on my calendar,calendar
tell me what is on my calendar for march 2,calendar
what do i have on my calendar for march 2,calendar
let me know my march 2 calendar,calendar
what is on march 2 calendar,calendar
what time is my haircut on wednesday,calendar
do i have any appointment on tuesday,calendar
can you see whether i have an event called amys surprise party on my calendar,calendar
can you tell me what my may 1st will be like according to my calendar,calendar
tell me everything on my calendar for may 1,calendar
remind me of the date of the event called anniversary dinner,calendar
what is on my schedule for the day of march 5th,calendar
what do i have scheduled for february 28th,calendar
what event are on my calendar for april 1st,calendar
is there an event titled anniversary dinner on my calendar,calendar
tell me if there is an event called annual physical in my calendar,calendar
can you give me an overview of what march 23 will look like for me,calendar
tell me what my calendar look like for march 12th,calendar
check my calendar to see if an event called final exam exists,calendar
what do i have on my calendar for march 11,calendar
doe my calendar include an event called shanas baby shower,calendar
pull up my calendar and tell me what i have scheduled for march 30,calendar
do i have anything on my schedule for april 15,calendar
tell me any event scheduled on my calendar for april 15,calendar
tell me what my calendar look like for april 13,calendar
what have i got planned for the date of april 23,calendar
tell me what is on my calendar for april 1,calendar
the 21st what is on my calendar,calendar
whats on the calendar for march 4th,calendar
whats on my calendar for tuesday,calendar
whats on my calendar for the 18th of march,calendar
